#WU	WSHGC	IT	IL	INF	CSB	CSPR	CSPO	HSB	HSPR	HSPO	SD	NoS	SYS	CO2	Comfort
1	1	1	0	1	0	0	0	0	0	0	0	0	10	40503	11.3
1	1	1	0	1	0	0	0	0	0	0	0	0	11	24045	18.8
1	1	1	0	1	0	0	0	0	0	0	0	0	12	24704	20.3
1	1	1	0	1	0	0	0	0	0	0	0	0	13	25215	61.8
1	1	1	0	1	0	0	0	0	0	0	0	0	17	54968	17.5
1	1	1	0	1	0	0	0	0	0	0	0	0	 2	18453	20.2
1	1	1	0	1	0	0	0	0	0	0	0	0	 3	29269	12.9
1	1	1	0	1	0	0	0	0	0	0	0	0	 4	27128	12.9
1	1	1	0	1	0	0	0	0	0	0	0	0	 5	26246	5.1
1	1	1	0	1	0	0	0	0	0	0	0	0	 6	41588	4.7
1	1	1	0	1	0	0	0	0	0	0	0	0	 7	27049	6.6
1	1	1	0	1	0	0	0	0	0	0	0	0	 8	39908	5.9
1	1	1	0	1	0	0	0	0	0	0	0	0	 9	29011	11.3
1	1	1	0	2	0	0	0	0	0	0	0	0	 1	18968	17.1
1	1	1	0	2	0	0	0	0	0	0	0	0	10	41903	11.0
1	1	1	0	2	0	0	0	0	0	0	0	0	11	24309	16.7
1	1	1	0	2	0	0	0	0	0	0	0	0	12	24932	18.1
1	1	1	0	2	0	0	0	0	0	0	0	0	13	25740	57.4
1	1	1	0	2	0	0	0	0	0	0	0	0	17	55272	16.3
1	1	1	0	2	0	0	0	0	0	0	0	0	 2	18872	17.1
1	1	1	0	2	0	0	0	0	0	0	0	0	 3	29877	12.5
1	1	1	0	2	0	0	0	0	0	0	0	0	 4	27599	12.5
1	1	1	0	2	0	0	0	0	0	0	0	0	 5	26676	4.8
1	1	1	0	2	0	0	0	0	0	0	0	0	 6	42490	4.5
1	1	1	0	2	0	0	0	0	0	0	0	0	 7	27490	6.4
1	1	1	0	2	0	0	0	0	0	0	0	0	 8	40816	5.6
1	1	1	0	2	0	0	0	0	0	0	0	0	 9	29619	11.0
1	1	5	3	4	2	1	0	4	2	2	1	1	 1	29584	39.7
1	1	5	3	4	2	1	0	4	2	2	1	1	10	66440	27.0
1	1	5	3	4	2	1	0	4	2	2	1	1	11	28782	40.5
1	1	5	3	4	2	1	0	4	2	2	1	1	12	29229	41.6
1	1	5	3	4	2	1	0	4	2	2	1	1	13	35015	78.0
1	1	5	3	4	2	1	0	4	2	2	1	1	17	63561	38.3
1	1	5	3	4	2	1	0	4	2	2	1	1	 2	28124	39.6
1	1	5	3	4	2	1	0	4	2	2	1	1	 3	40330	28.1
1	1	5	3	4	2	1	0	4	2	2	1	1	 4	34972	28.1
1	1	5	3	4	2	1	0	4	2	2	1	1	 5	38700	33.9
1	1	5	3	4	2	1	0	4	2	2	1	1	 6	70132	33.6
1	1	5	3	4	2	1	0	4	2	2	1	1	 7	39540	35.4
1	1	5	3	4	2	1	0	4	2	2	1	1	 8	68466	35.0
1	1	5	3	4	2	1	0	4	2	2	1	1	 9	40182	27.0
1	1	5	3	5	2	2	1	0	3	2	2	2	 1	20624	21.0
1	1	5	3	5	2	2	1	0	3	2	2	2	10	45619	10.3
1	1	5	3	5	2	2	1	0	3	2	2	2	11	24816	20.0
1	1	5	3	5	2	2	1	0	3	2	2	2	12	24972	20.0
1	1	5	3	5	2	2	1	0	3	2	2	2	13	27486	43.6
1	1	5	3	5	2	2	1	0	3	2	2	2	17	55999	19.2
1	1	5	3	5	2	2	1	0	3	2	2	2	 2	20991	21.1
1	1	5	3	5	2	2	1	0	3	2	2	2	 3	30382	10.4
1	1	5	3	5	2	2	1	0	3	2	2	2	 4	27937	10.4
1	1	5	3	5	2	2	1	0	3	2	2	2	 5	26144	8.4
1	1	5	3	5	2	2	1	0	3	2	2	2	 7	26998	8.8
1	1	5	3	5	2	2	1	0	3	2	2	2	 8	44617	7.3
1	1	5	3	5	2	2	1	0	3	2	2	2	 9	30333	10.3
1	2	2	1	3	2	2	2	2	2	2	2	4	 1	22975	33.5
1	2	2	1	3	2	2	2	2	2	2	2	4	10	52948	19.3
1	2	2	1	3	2	2	2	2	2	2	2	4	11	24810	24.6
1	2	2	1	3	2	2	2	2	2	2	2	4	12	24773	24.4
1	2	2	1	3	2	2	2	2	2	2	2	4	13	28587	66.1
1	2	2	1	3	2	2	2	2	2	2	2	4	17	57152	23.7
1	2	2	1	3	2	2	2	2	2	2	2	4	 2	24416	33.6
1	2	2	1	3	2	2	2	2	2	2	2	4	 3	32967	19.4
1	2	2	1	3	2	2	2	2	2	2	2	4	 4	29762	19.5
1	2	2	1	3	2	2	2	2	2	2	2	4	 5	27477	11.5
1	2	2	1	3	2	2	2	2	2	2	2	4	 6	54467	6.3
1	2	2	1	3	2	2	2	2	2	2	2	4	 7	28299	12.0
1	2	2	1	3	2	2	2	2	2	2	2	4	 8	52935	7.1
1	2	2	1	3	2	2	2	2	2	2	2	4	 9	32928	19.3
1	2	2	1	3	2	3	3	3	2	2	3	5	 1	25146	36.2
1	2	2	1	3	2	3	3	3	2	2	3	5	10	56803	18.2
1	2	2	1	3	2	3	3	3	2	2	3	5	11	25610	27.3
1	2	2	1	3	2	3	3	3	2	2	3	5	12	25438	27.1
1	2	2	1	3	2	3	3	3	2	2	3	5	13	30242	72.0
1	2	2	1	3	2	3	3	3	2	2	3	5	17	59616	25.1
1	2	2	1	3	2	3	3	3	2	2	3	5	 2	26457	38.2
1	2	2	1	3	2	3	3	3	2	2	3	5	 3	34653	18.2
1	2	2	1	3	2	3	3	3	2	2	3	5	 4	30650	18.2
1	2	2	1	3	2	3	3	3	2	2	3	5	 5	30154	17.4
1	2	2	1	3	2	3	3	3	2	2	3	5	 6	61239	11.3
1	2	2	1	3	2	3	3	3	2	2	3	5	 7	31095	18.0
1	2	2	1	3	2	3	3	3	2	2	3	5	 8	59732	11.9
1	2	2	1	3	2	3	3	3	2	2	3	5	 9	34639	18.2
1	2	2	1	4	3	3	4	4	3	0	0	1	 1	28660	56.5
1	2	2	1	4	3	3	4	4	3	0	0	1	10	69756	56.4
1	2	2	1	4	3	3	4	4	3	0	0	1	11	27584	51.0
1	2	2	1	4	3	3	4	4	3	0	0	1	12	27417	51.1
1	2	2	1	4	3	3	4	4	3	0	0	1	13	32404	66.7
1	2	2	1	4	3	3	4	4	3	0	0	1	17	64411	49.3
1	2	2	1	4	3	3	4	4	3	0	0	1	 2	29103	56.3
1	2	2	1	4	3	3	4	4	3	0	0	1	 3	40638	56.5
1	2	2	1	4	3	3	4	4	3	0	0	1	 4	35284	56.5
1	2	2	1	4	3	3	4	4	3	0	0	1	 5	35254	42.1
1	2	2	1	4	3	3	4	4	3	0	0	1	 7	36379	42.5
1	2	2	1	4	3	3	4	4	3	0	0	1	 8	68749	39.7
1	2	2	1	4	3	3	4	4	3	0	0	1	 9	40629	56.4
1	2	3	2	4	3	4	4	5	0	0	1	2	10	63054	11.5
1	2	3	2	4	3	4	4	5	0	0	1	2	11	28805	52.8
1	2	3	2	4	3	4	4	5	0	0	1	2	12	28560	52.8
1	2	3	2	4	3	4	4	5	0	0	1	2	13	34350	64.7
1	2	3	2	4	3	4	4	5	0	0	1	2	17	67605	50.9
1	2	3	2	4	3	4	4	5	0	0	1	2	 2	29728	56.1
1	2	3	2	4	3	4	4	5	0	0	1	2	 3	38091	11.5
1	2	3	2	4	3	4	4	5	0	0	1	2	 4	32178	11.5
1	2	3	2	4	3	4	4	5	0	0	1	2	 5	39540	38.8
1	2	3	2	4	3	4	4	5	0	0	1	2	 6	76135	32.5
1	2	3	2	4	3	4	4	5	0	0	1	2	 7	40820	39.4
1	2	3	2	4	3	4	4	5	0	0	1	2	 8	74666	32.5
1	2	3	2	4	3	4	4	5	0	0	1	2	 9	38080	11.5
1	3	3	2	5	4	0	1	1	1	2	2	4	 1	22647	19.8
1	3	3	2	5	4	0	1	1	1	2	2	4	10	50950	11.3
1	3	3	2	5	4	0	1	1	1	2	2	4	11	25306	18.7
1	3	3	2	5	4	0	1	1	1	2	2	4	12	25397	18.8
1	3	3	2	5	4	0	1	1	1	2	2	4	13	28734	55.3
1	3	3	2	5	4	0	1	1	1	2	2	4	17	56660	18.0
1	3	3	2	5	4	0	1	1	1	2	2	4	 2	23486	19.9
1	3	3	2	5	4	0	1	1	1	2	2	4	 3	32570	12.7
1	3	3	2	5	4	0	1	1	1	2	2	4	 4	29809	12.7
1	3	3	2	5	4	0	1	1	1	2	2	4	 5	27603	8.2
1	3	3	2	5	4	0	1	1	1	2	2	4	 6	51575	5.5
1	3	3	2	5	4	0	1	1	1	2	2	4	 7	28377	8.6
1	3	3	2	5	4	0	1	1	1	2	2	4	 8	50014	6.2
1	3	3	2	5	4	0	1	1	1	2	2	4	 9	32381	11.3
1	3	3	2	5	4	4	5	0	1	1	1	3	 1	20075	19.9
1	3	3	2	5	4	4	5	0	1	1	1	3	10	46083	13.4
1	3	3	2	5	4	4	5	0	1	1	1	3	11	24213	18.8
1	3	3	2	5	4	4	5	0	1	1	1	3	12	23995	18.8
1	3	3	2	5	4	4	5	0	1	1	1	3	13	26996	43.1
1	3	3	2	5	4	4	5	0	1	1	1	3	17	56294	18.2
1	3	3	2	5	4	4	5	0	1	1	1	3	 2	21568	19.9
1	3	3	2	5	4	4	5	0	1	1	1	3	 3	29661	13.4
1	3	3	2	5	4	4	5	0	1	1	1	3	 4	27410	13.4
1	3	3	2	5	4	4	5	0	1	1	1	3	 5	24050	11.5
1	3	3	2	5	4	4	5	0	1	1	1	3	 6	46647	6.7
1	3	3	2	5	4	4	5	0	1	1	1	3	 7	24942	12.0
1	3	3	2	5	4	4	5	0	1	1	1	3	 8	45144	7.0
1	3	3	2	5	4	4	5	0	1	1	1	3	 9	29664	13.4
1	3	3	3	6	5	1	2	3	2	3	0	1	 1	28358	34.5
1	3	3	3	6	5	1	2	3	2	3	0	1	10	63537	20.9
1	3	3	3	6	5	1	2	3	2	3	0	1	11	27803	28.1
1	3	3	3	6	5	1	2	3	2	3	0	1	12	27839	28.0
1	3	3	3	6	5	1	2	3	2	3	0	1	13	32693	70.0
1	3	3	3	6	5	1	2	3	2	3	0	1	17	62274	26.6
1	3	3	3	6	5	1	2	3	2	3	0	1	 2	28988	35.3
1	3	3	3	6	5	1	2	3	2	3	0	1	 3	38091	21.3
1	3	3	3	6	5	1	2	3	2	3	0	1	 4	33984	21.3
1	3	3	3	6	5	1	2	3	2	3	0	1	 5	34150	18.5
1	3	3	3	6	5	1	2	3	2	3	0	1	 6	66183	15.7
1	3	3	3	6	5	1	2	3	2	3	0	1	 7	35076	18.9
1	3	3	3	6	5	1	2	3	2	3	0	1	 8	64646	16.2
1	3	3	3	6	5	1	2	3	2	3	0	1	 9	37977	20.9
1	3	4	3	7	1	2	3	4	3	1	1	3	 1	32722	52.4
1	3	4	3	7	1	2	3	4	3	1	1	3	10	78140	53.9
1	3	4	3	7	1	2	3	4	3	1	1	3	11	30405	46.7
1	3	4	3	7	1	2	3	4	3	1	1	3	12	30247	46.6
1	3	4	3	7	1	2	3	4	3	1	1	3	13	35645	73.9
1	3	4	3	7	1	2	3	4	3	1	1	3	17	68642	45.1
1	3	4	3	7	1	2	3	4	3	1	1	3	 2	31758	52.4
1	3	4	3	7	1	2	3	4	3	1	1	3	 3	44779	54.1
1	3	4	3	7	1	2	3	4	3	1	1	3	 4	38537	54.1
1	3	4	3	7	1	2	3	4	3	1	1	3	 5	40887	37.3
1	3	4	3	7	1	2	3	4	3	1	1	3	 6	78245	36.8
1	3	4	3	7	1	2	3	4	3	1	1	3	 7	42117	37.4
1	3	4	3	7	1	2	3	4	3	1	1	3	 8	76757	36.9
1	3	4	3	7	1	2	3	4	3	1	1	3	 9	44731	53.9
1	3	5	0	3	4	0	2	3	3	1	2	4	 1	25246	41.1
1	3	5	0	3	4	0	2	3	3	1	2	4	10	59448	35.7
1	3	5	0	3	4	0	2	3	3	1	2	4	11	25685	32.1
1	3	5	0	3	4	0	2	3	3	1	2	4	12	25641	32.1
1	3	5	0	3	4	0	2	3	3	1	2	4	13	30118	74.8
1	3	5	0	3	4	0	2	3	3	1	2	4	17	59021	29.1
1	3	5	0	3	4	0	2	3	3	1	2	4	 2	26556	42.6
1	3	5	0	3	4	0	2	3	3	1	2	4	 3	36044	37.0
1	3	5	0	3	4	0	2	3	3	1	2	4	 4	32241	37.0
1	3	5	0	3	4	0	2	3	3	1	2	4	 5	30163	20.2
1	3	5	0	3	4	0	2	3	3	1	2	4	 6	60882	15.2
1	3	5	0	3	4	0	2	3	3	1	2	4	 7	30993	20.6
1	3	5	0	3	4	0	2	3	3	1	2	4	 8	59350	15.5
1	3	5	0	3	4	0	2	3	3	1	2	4	 9	35847	35.7
1	3	5	0	4	4	1	2	4	1	2	3	1	 1	28032	60.3
1	3	5	0	4	4	1	2	4	1	2	3	1	10	59188	14.1
1	3	5	0	4	4	1	2	4	1	2	3	1	11	27208	53.7
1	3	5	0	4	4	1	2	4	1	2	3	1	12	27213	53.6
1	3	5	0	4	4	1	2	4	1	2	3	1	13	32320	74.1
1	3	5	0	4	4	1	2	4	1	2	3	1	17	62066	51.7
1	3	5	0	4	4	1	2	4	1	2	3	1	 2	28603	60.1
1	3	5	0	4	4	1	2	4	1	2	3	1	 3	36156	14.6
1	3	5	0	4	4	1	2	4	1	2	3	1	 4	31702	14.6
1	3	5	0	4	4	1	2	4	1	2	3	1	 5	34238	42.8
1	3	5	0	4	4	1	2	4	1	2	3	1	 6	67722	39.5
1	3	5	0	4	4	1	2	4	1	2	3	1	 7	35148	43.2
1	3	5	0	4	4	1	2	4	1	2	3	1	 8	66189	39.9
1	3	5	0	4	4	1	2	4	1	2	3	1	 9	36040	14.1
1	3	5	1	4	4	1	3	4	1	2	3	1	 1	28039	58.3
1	3	5	1	4	4	1	3	4	1	2	3	1	10	59787	14.0
1	3	5	1	4	4	1	3	4	1	2	3	1	11	27159	51.3
1	3	5	1	4	4	1	3	4	1	2	3	1	12	27057	51.3
1	1	1	0	1	0	0	0	0	0	0	0	0	 1	18489	20.1
1	3	5	1	4	4	1	3	4	1	2	3	1	13	32260	73.1
1	3	5	1	4	4	1	3	4	1	2	3	1	13	32260	73.1
1	3	5	1	4	4	1	3	4	1	2	3	1	17	62804	49.6
1	3	5	1	4	4	1	3	4	1	2	3	1	 2	28403	58.0
1	3	5	1	4	4	1	3	4	1	2	3	1	 3	36444	14.4
1	3	5	1	4	4	1	3	4	1	2	3	1	 4	31701	14.4
1	3	5	1	4	4	1	3	4	1	2	3	1	 5	34583	41.2
1	3	5	1	4	4	1	3	4	1	2	3	1	 6	68234	38.4
1	3	5	1	4	4	1	3	4	1	2	3	1	 7	35610	41.6
1	3	5	1	4	4	1	3	4	1	2	3	1	 8	66728	38.4
1	3	5	1	4	4	1	3	4	1	2	3	1	 9	36326	14.0
1	3	5	4	2	2	4	5	1	2	2	0	1	 1	20249	25.3
1	3	5	4	2	2	4	5	1	2	2	0	1	10	48354	19.8
1	3	5	4	2	2	4	5	1	2	2	0	1	11	23662	24.5
1	3	5	4	2	2	4	5	1	2	2	0	1	12	23473	24.5
1	3	5	4	2	2	4	5	1	2	2	0	1	13	26874	61.9
1	3	5	4	2	2	4	5	1	2	2	0	1	17	56406	23.3
1	3	5	4	2	2	4	5	1	2	2	0	1	 2	21828	25.3
1	3	5	4	2	2	4	5	1	2	2	0	1	 3	30659	19.8
1	3	5	4	2	2	4	5	1	2	2	0	1	 4	27929	19.9
1	3	5	4	2	2	4	5	1	2	2	0	1	 5	24399	14.3
1	3	5	4	2	2	4	5	1	2	2	0	1	 6	48434	8.8
1	3	5	4	2	2	4	5	1	2	2	0	1	 7	25302	14.9
1	3	5	4	2	2	4	5	1	2	2	0	1	 8	46936	9.3
1	3	5	4	2	2	4	5	1	2	2	0	1	 9	30661	19.8
1	4	2	2	1	2	5	2	4	1	2	1	3	10	54185	14.4
1	4	2	2	1	2	5	2	4	1	2	1	3	11	25715	56.3
1	4	2	2	1	2	5	2	4	1	2	1	3	12	25599	56.3
1	4	2	2	1	2	5	2	4	1	2	1	3	13	30680	76.4
1	4	2	2	1	2	5	2	4	1	2	1	3	17	60623	53.1
1	4	2	2	1	2	5	2	4	1	2	1	3	 3	33712	14.4
1	4	2	2	1	2	5	2	4	1	2	1	3	 4	28947	14.4
1	4	2	2	1	2	5	2	4	1	2	1	3	 5	31092	42.9
1	4	2	2	1	2	5	2	4	1	2	1	3	 6	62549	38.6
1	4	2	2	1	2	5	2	4	1	2	1	3	 7	32147	43.6
1	4	2	2	1	2	5	2	4	1	2	1	3	 8	61061	39.0
1	4	2	2	1	2	5	2	4	1	2	1	3	 9	33708	14.4
1	4	2	3	3	5	3	1	3	1	3	1	5	 1	25534	30.5
1	4	2	3	3	5	3	1	3	1	3	1	5	10	55199	12.5
1	4	2	3	3	5	3	1	3	1	3	1	5	11	26228	27.7
1	4	2	3	3	5	3	1	3	1	3	1	5	12	26321	27.8
1	4	2	3	3	5	3	1	3	1	3	1	5	13	31003	70.6
1	4	2	3	3	5	3	1	3	1	3	1	5	17	59557	24.9
1	4	2	3	3	5	3	1	3	1	3	1	5	 2	25977	32.5
1	4	2	3	3	5	3	1	3	1	3	1	5	 3	34416	12.5
1	4	2	3	3	5	3	1	3	1	3	1	5	 4	30360	12.5
1	4	2	3	3	5	3	1	3	1	3	1	5	 5	31456	16.0
1	4	2	3	3	5	3	1	3	1	3	1	5	 6	60427	14.5
1	4	2	3	3	5	3	1	3	1	3	1	5	 7	32316	16.4
1	4	2	3	3	5	3	1	3	1	3	1	5	 8	58871	15.4
1	4	2	3	3	5	3	1	3	1	3	1	5	 9	34400	12.5
1	4	2	4	4	1	4	2	0	2	1	3	3	 1	20506	27.5
1	4	2	4	4	1	4	2	0	2	1	3	3	10	49490	16.8
1	4	2	4	4	1	4	2	0	2	1	3	3	11	24454	20.7
1	4	2	4	4	1	4	2	0	2	1	3	3	12	24400	20.6
1	4	2	4	4	1	4	2	0	2	1	3	3	13	27384	45.3
1	4	2	4	4	1	4	2	0	2	1	3	3	17	55923	20.1
1	4	2	4	4	1	4	2	0	2	1	3	3	 2	21815	27.5
1	4	2	4	4	1	4	2	0	2	1	3	3	 3	31344	16.8
1	4	2	4	4	1	4	2	0	2	1	3	3	 4	28954	16.8
1	4	2	4	4	1	4	2	0	2	1	3	3	 5	24794	9.8
1	4	2	4	4	1	4	2	0	2	1	3	3	 6	47235	5.0
1	4	2	4	4	1	4	2	0	2	1	3	3	 7	25651	10.2
1	4	2	4	4	1	4	2	0	2	1	3	3	 8	45715	5.6
1	4	2	4	4	1	4	2	0	2	1	3	3	 9	31360	16.8
1	4	5	1	4	5	1	3	5	1	2	3	1	 1	30868	73.3
1	4	5	1	4	5	1	3	5	1	2	3	1	10	65060	14.2
1	4	5	1	4	5	1	3	5	1	2	3	1	11	28736	63.4
1	4	5	1	4	5	1	3	5	1	2	3	1	12	28601	63.5
1	4	5	1	4	5	1	3	5	1	2	3	1	13	34389	70.4
1	4	5	1	4	5	1	3	5	1	2	3	1	17	66420	63.0
1	4	5	1	4	5	1	3	5	1	2	3	1	 2	30279	73.4
1	4	5	1	4	5	1	3	5	1	2	3	1	 3	39044	14.6
1	4	5	1	4	5	1	3	5	1	2	3	1	 4	33383	14.6
1	4	5	1	4	5	1	3	5	1	2	3	1	 5	39234	53.2
1	4	5	1	4	5	1	3	5	1	2	3	1	 6	76350	48.0
1	4	5	1	4	5	1	3	5	1	2	3	1	 7	40360	53.7
1	4	5	1	4	5	1	3	5	1	2	3	1	 8	74852	48.0
1	4	5	1	4	5	1	3	5	1	2	3	1	 9	38902	14.2
1	4	6	1	5	0	2	4	1	2	3	1	3	 1	22117	25.3
1	4	6	1	5	0	2	4	1	2	3	1	3	10	51979	18.5
1	4	6	1	5	0	2	4	1	2	3	1	3	11	24803	19.9
1	4	6	1	5	0	2	4	1	2	3	1	3	12	24665	19.9
1	4	6	1	5	0	2	4	1	2	3	1	3	13	28146	57.1
1	4	6	1	5	0	2	4	1	2	3	1	3	17	57121	19.5
1	4	6	1	5	0	2	4	1	2	3	1	3	 2	23776	25.4
1	4	6	1	5	0	2	4	1	2	3	1	3	 3	32349	18.6
1	4	6	1	5	0	2	4	1	2	3	1	3	 4	29602	18.6
1	4	6	1	5	0	2	4	1	2	3	1	3	 5	26200	11.8
1	4	6	1	5	0	2	4	1	2	3	1	3	 6	51682	7.1
1	4	6	1	5	0	2	4	1	2	3	1	3	 7	27090	12.3
1	4	6	1	5	0	2	4	1	2	3	1	3	 8	50174	7.6
1	4	6	1	5	0	2	4	1	2	3	1	3	 9	32313	18.5
1	4	6	1	5	0	2	4	1	2	3	1	4	 1	22138	25.3
1	4	6	1	5	0	2	4	1	2	3	1	4	10	52042	18.0
1	4	6	1	5	0	2	4	1	2	3	1	4	11	24817	19.5
1	4	6	1	5	0	2	4	1	2	3	1	4	12	24666	19.5
1	4	6	1	5	0	2	4	1	2	3	1	4	13	28187	56.7
1	4	6	1	5	0	2	4	1	2	3	1	4	17	57139	19.2
1	4	6	1	5	0	2	4	1	2	3	1	4	 2	23802	25.3
1	4	6	1	5	0	2	4	1	2	3	1	4	 3	32373	18.2
1	4	6	1	5	0	2	4	1	2	3	1	4	 4	29623	18.2
1	4	6	1	5	0	2	4	1	2	3	1	4	 5	26226	11.6
1	4	6	1	5	0	2	4	1	2	3	1	4	 6	51761	6.8
1	4	6	1	5	0	2	4	1	2	3	1	4	 7	27116	11.9
1	4	6	1	5	0	2	4	1	2	3	1	4	 8	50252	7.1
1	4	6	1	5	0	2	4	1	2	3	1	4	 9	32338	18.0
1	4	6	1	5	1	2	4	1	2	0	1	4	 1	22138	25.3
1	4	6	1	5	1	2	4	1	2	0	1	4	10	52042	18.0
1	4	6	1	5	1	2	4	1	2	0	1	4	11	24817	19.5
1	4	6	1	5	1	2	4	1	2	0	1	4	12	24666	19.5
1	4	6	1	5	1	2	4	1	2	0	1	4	13	28187	56.7
1	4	6	1	5	1	2	4	1	2	0	1	4	17	57139	19.2
1	4	6	1	5	1	2	4	1	2	0	1	4	 2	23802	25.3
1	4	6	1	5	1	2	4	1	2	0	1	4	 3	32373	18.2
1	4	6	1	5	1	2	4	1	2	0	1	4	 4	29623	18.2
1	4	6	1	5	1	2	4	1	2	0	1	4	 5	26226	11.6
1	4	6	1	5	1	2	4	1	2	0	1	4	 6	51761	6.8
1	4	6	1	5	1	2	4	1	2	0	1	4	 7	27116	11.9
1	4	6	1	5	1	2	4	1	2	0	1	4	 8	50252	7.1
1	4	6	1	5	1	2	4	1	2	0	1	4	 9	32338	18.0
1	5	3	0	5	2	0	3	1	3	2	0	4	 1	21775	29.4
1	5	3	0	5	2	0	3	1	3	2	0	4	10	48511	14.1
1	5	3	0	5	2	0	3	1	3	2	0	4	11	24629	23.6
1	5	3	0	5	2	0	3	1	3	2	0	4	12	24619	23.3
1	5	3	0	5	2	0	3	1	3	2	0	4	13	27774	58.6
1	5	3	0	5	2	0	3	1	3	2	0	4	17	56266	23.1
1	5	3	0	5	2	0	3	1	3	2	0	4	 2	23365	29.3
1	5	3	0	5	2	0	3	1	3	2	0	4	 3	31089	15.1
1	5	3	0	5	2	0	3	1	3	2	0	4	 4	28510	15.1
1	5	3	0	5	2	0	3	1	3	2	0	4	 5	25860	13.6
1	5	3	0	5	2	0	3	1	3	2	0	4	 6	50256	8.1
1	5	3	0	5	2	0	3	1	3	2	0	4	 7	26678	14.0
1	5	3	0	5	2	0	3	1	3	2	0	4	 8	48728	8.5
1	5	3	0	5	2	0	3	1	3	2	0	4	 9	30897	14.1
1	5	3	4	4	1	4	2	5	2	1	2	2	 1	32225	72.7
1	5	3	4	4	1	4	2	5	2	1	2	2	10	70106	23.0
1	5	3	4	4	1	4	2	5	2	1	2	2	11	29695	64.2
1	5	3	4	4	1	4	2	5	2	1	2	2	12	29599	64.1
1	5	3	4	4	1	4	2	5	2	1	2	2	13	35990	76.6
1	5	3	4	4	1	4	2	5	2	1	2	2	17	67700	64.0
1	5	3	4	4	1	4	2	5	2	1	2	2	 2	31496	72.8
1	5	3	4	4	1	4	2	5	2	1	2	2	 3	41222	23.0
1	5	3	4	4	1	4	2	5	2	1	2	2	 4	35118	23.0
1	5	3	4	4	1	4	2	5	2	1	2	2	 5	40722	54.3
1	5	3	4	4	1	4	2	5	2	1	2	2	 6	78882	50.0
1	5	3	4	4	1	4	2	5	2	1	2	2	 7	41877	55.2
1	5	3	4	4	1	4	2	5	2	1	2	2	 8	77378	50.0
1	5	3	4	4	1	4	2	5	2	1	2	2	 9	41188	23.0
1	5	3	4	5	1	4	2	0	2	1	3	3	 1	21123	25.7
1	5	3	4	5	1	4	2	0	2	1	3	3	10	50733	16.3
1	5	3	4	5	1	4	2	0	2	1	3	3	11	24842	19.6
1	5	3	4	5	1	4	2	0	2	1	3	3	12	24786	19.4
1	5	3	4	5	1	4	2	0	2	1	3	3	13	27934	42.2
1	5	3	4	5	1	4	2	0	2	1	3	3	17	56372	19.1
1	5	3	4	5	1	4	2	0	2	1	3	3	 2	22358	25.7
1	5	3	4	5	1	4	2	0	2	1	3	3	 3	31932	16.3
1	5	3	4	5	1	4	2	0	2	1	3	3	 4	29451	16.3
1	5	3	4	5	1	4	2	0	2	1	3	3	 5	25456	9.3
1	5	3	4	5	1	4	2	0	2	1	3	3	 6	48336	4.7
1	5	3	4	5	1	4	2	0	2	1	3	3	 7	26330	9.8
1	5	3	4	5	1	4	2	0	2	1	3	3	 8	46816	5.3
1	5	3	4	5	1	4	2	0	2	1	3	3	 9	31946	16.3
1	5	4	1	2	4	3	2	1	3	2	2	1	 1	19986	38.0
1	5	4	1	2	4	3	2	1	3	2	2	1	10	45534	13.9
1	5	4	1	2	4	3	2	1	3	2	2	1	11	23812	29.3
1	5	4	1	2	4	3	2	1	3	2	2	1	12	23878	29.0
1	5	4	1	2	4	3	2	1	3	2	2	1	13	26542	65.7
1	5	4	1	2	4	3	2	1	3	2	2	1	17	55628	28.4
1	5	4	1	2	4	3	2	1	3	2	2	1	 2	21011	38.1
1	5	4	1	2	4	3	2	1	3	2	2	1	 3	29923	13.9
1	5	4	1	2	4	3	2	1	3	2	2	1	 4	27185	13.9
1	5	4	1	2	4	3	2	1	3	2	2	1	 5	25093	13.0
1	5	4	1	2	4	3	2	1	3	2	2	1	 6	46878	8.7
1	5	4	1	2	4	3	2	1	3	2	2	1	 7	25946	13.7
1	5	4	1	2	4	3	2	1	3	2	2	1	 8	45342	9.1
1	5	4	1	2	4	3	2	1	3	2	2	1	 9	29907	13.9
1	5	4	1	6	3	1	4	2	0	2	1	0	 1	24456	25.2
1	5	4	1	6	3	1	4	2	0	2	1	0	10	51398	11.4
1	5	4	1	6	3	1	4	2	0	2	1	0	11	25858	20.2
1	5	4	1	6	3	1	4	2	0	2	1	0	12	25729	20.1
1	5	4	1	6	3	1	4	2	0	2	1	0	13	29752	61.6
1	5	4	1	6	3	1	4	2	0	2	1	0	17	59338	19.7
1	5	4	1	6	3	1	4	2	0	2	1	0	 2	25423	25.2
1	5	4	1	6	3	1	4	2	0	2	1	0	 3	32506	11.8
1	5	4	1	6	3	1	4	2	0	2	1	0	 4	29055	11.8
1	5	4	1	6	3	1	4	2	0	2	1	0	 5	29415	11.3
1	5	4	1	6	3	1	4	2	0	2	1	0	 6	56864	7.9
1	5	4	1	6	3	1	4	2	0	2	1	0	 7	30412	11.8
1	5	4	1	6	3	1	4	2	0	2	1	0	 8	55363	8.5
1	5	4	1	6	3	1	4	2	0	2	1	0	 9	32402	11.4
1	5	4	2	3	1	0	4	3	1	1	0	5	 1	24578	37.3
1	5	4	2	3	1	0	4	3	1	1	0	5	10	53494	14.8
1	5	4	2	3	1	0	4	3	1	1	0	5	11	25289	30.3
