in:WU,in:SHGC,in:InsTh,in:InsLa,in:CSB,in:CSP_R,in:CSP_O,in:HSB,in:HSP_R,in:HSP_O,in:SD,in:NOfS,in:DOASHC,in:RadCoilLowT,in:dTRad,in:RadCtrTh,in:RadSurfType,in:DOAS_SHT,in:DOAS_SLT,out:kgCO2,out:Comf time,out:Condensation,out:HP_SCOP,out:PeakCL,out:PeakHL,img,threeD
2,0.7,2,1,33,27,26,13,18,21,0,4,5,21,6,3,0,28,13,29336,83.59,0,3.61,9847,35128,WU2_SHGC0.7_InsTh2_InsLa1_CSB33_CSP_R27_CSP_O26_HSB13_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT13_Top.png,WU2_SHGC0.7_InsTh2_InsLa1_CSB33_CSP_R27_CSP_O26_HSB13_HSP_R18_HSP_O21_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT13.json
3,0.6,2,1,33,28,27,16,18,19,0,0,5,23,3,1,0,27,17,28927,80.06,0,3.6,7302,19943,WU3_SHGC0.6_InsTh2_InsLa1_CSB33_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0_NOfS0_DOASHC5_RadCoilLowT23_dTRad3_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT17_Top.png,WU3_SHGC0.6_InsTh2_InsLa1_CSB33_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0_NOfS0_DOASHC5_RadCoilLowT23_dTRad3_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT17.json
1,0.9,5,1,32,28,27,16,19,19,0,4,5,19,6,1,0,27,18,20604,84.33,0,3.52,12061,19146,WU1_SHGC0.9_InsTh5_InsLa1_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R19_HSP_O19_SD0_NOfS4_DOASHC5_RadCoilLowT19_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18_Top.png,WU1_SHGC0.9_InsTh5_InsLa1_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R19_HSP_O19_SD0_NOfS4_DOASHC5_RadCoilLowT19_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18.json
3,0.6,2,3,33,27,27,16,18,21,0,0,0,23,3,1,0,27,13,33703,91.22,0,3.38,7369,27345,WU3_SHGC0.6_InsTh2_InsLa3_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS0_DOASHC0_RadCoilLowT23_dTRad3_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT13_Top.png,WU3_SHGC0.6_InsTh2_InsLa3_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS0_DOASHC0_RadCoilLowT23_dTRad3_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT13.json
3,0.6,5,1,33,27,27,16,18,20,0,0,5,23,3,1,0,27,13,31694,55.64,0,3.67,7176,22854,WU3_SHGC0.6_InsTh5_InsLa1_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O20_SD0_NOfS0_DOASHC5_RadCoilLowT23_dTRad3_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT13_Top.png,WU3_SHGC0.6_InsTh5_InsLa1_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O20_SD0_NOfS0_DOASHC5_RadCoilLowT23_dTRad3_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT13.json
1,0.9,2,1,32,28,27,16,18,21,0,2,0,18,6,1,0,27,18,20395,77.05,0,3.67,12122,26430,WU1_SHGC0.9_InsTh2_InsLa1_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS2_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18_Top.png,WU1_SHGC0.9_InsTh2_InsLa1_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS2_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18.json
3,0.6,5,1,32,27,27,16,18,21,0,0,5,23,6,1,0,27,14,32533,53.17,0,3.68,7176,27475,WU3_SHGC0.6_InsTh5_InsLa1_CSB32_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS0_DOASHC5_RadCoilLowT23_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT14_Top.png,WU3_SHGC0.6_InsTh5_InsLa1_CSB32_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS0_DOASHC5_RadCoilLowT23_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT14.json
1,0.9,5,3,33,27,27,16,19,20,0,4,5,19,6,1,0,28,18,21193,77.72,0,3.64,13055,22528,WU1_SHGC0.9_InsTh5_InsLa3_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R19_HSP_O20_SD0_NOfS4_DOASHC5_RadCoilLowT19_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT18_Top.png,WU1_SHGC0.9_InsTh5_InsLa3_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R19_HSP_O20_SD0_NOfS4_DOASHC5_RadCoilLowT19_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT18.json
1,0.9,5,1,32,28,27,16,18,19,0.1,4,0,18,6,1,0,27,18,18991,76.63,0,3.6,10550,17231,WU1_SHGC0.9_InsTh5_InsLa1_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0.1_NOfS4_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18_Top.png,WU1_SHGC0.9_InsTh5_InsLa1_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0.1_NOfS4_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18.json
1,0.6,5,3,32,28,27,16,19,20,0,4,5,19,6,1,0,28,18,21777,78.56,0,3.59,7696,22528,WU1_SHGC0.6_InsTh5_InsLa3_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R19_HSP_O20_SD0_NOfS4_DOASHC5_RadCoilLowT19_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT18_Top.png,WU1_SHGC0.6_InsTh5_InsLa3_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R19_HSP_O20_SD0_NOfS4_DOASHC5_RadCoilLowT19_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT18.json
3,0.9,5,1,33,27,27,16,18,21,0,0,4,23,6,1,1,27,14,33996,58.01,0,3.75,12421,27475,WU3_SHGC0.9_InsTh5_InsLa1_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS0_DOASHC4_RadCoilLowT23_dTRad6_RadCtrTh1_RadSurfType1_DOAS_SHT27_DOAS_SLT14_Top.png,WU3_SHGC0.9_InsTh5_InsLa1_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS0_DOASHC4_RadCoilLowT23_dTRad6_RadCtrTh1_RadSurfType1_DOAS_SHT27_DOAS_SLT14.json
1,0.9,5,1,32,28,27,16,18,19,0,4,0,19,6,1,0,27,18,19828,84.04,0,3.47,12061,17259,WU1_SHGC0.9_InsTh5_InsLa1_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC0_RadCoilLowT19_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18_Top.png,WU1_SHGC0.9_InsTh5_InsLa1_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC0_RadCoilLowT19_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18.json
1,0.9,5,3,32,28,27,16,18,19,0.1,4,0,18,6,1,0,27,18,19207,76.12,0,3.59,10566,17546,WU1_SHGC0.9_InsTh5_InsLa3_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0.1_NOfS4_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18_Top.png,WU1_SHGC0.9_InsTh5_InsLa3_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0.1_NOfS4_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18.json
1,0.9,5,1,32,28,27,16,18,19,0,4,5,19,6,1,0,27,18,20598,84.29,0,3.52,12061,17259,WU1_SHGC0.9_InsTh5_InsLa1_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC5_RadCoilLowT19_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18_Top.png,WU1_SHGC0.9_InsTh5_InsLa1_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC5_RadCoilLowT19_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18.json
1,0.9,5,1,32,28,27,16,19,20,0,2,0,18,6,1,0,27,18,19305,77.63,0,3.66,12061,22169,WU1_SHGC0.9_InsTh5_InsLa1_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R19_HSP_O20_SD0_NOfS2_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18_Top.png,WU1_SHGC0.9_InsTh5_InsLa1_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R19_HSP_O20_SD0_NOfS2_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18.json
2,0.7,2,1,34,28,26,13,18,19,0,4,4,21,6,3,0,28,16,26063,85.58,0,3.6,9847,28047,WU2_SHGC0.7_InsTh2_InsLa1_CSB34_CSP_R28_CSP_O26_HSB13_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC4_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT16_Top.png,WU2_SHGC0.7_InsTh2_InsLa1_CSB34_CSP_R28_CSP_O26_HSB13_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC4_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT16.json
1,0.9,5,2,32,28,27,16,18,20,0,2,0,18,6,1,0,27,18,19494,71.96,0,3.34,12067,22291,WU1_SHGC0.9_InsTh5_InsLa2_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O20_SD0_NOfS2_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18_Top.png,WU1_SHGC0.9_InsTh5_InsLa2_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O20_SD0_NOfS2_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18.json
2,0.7,2,1,34,28,26,13,18,19,0,4,5,23,6,1,0,28,13,30728,78.08,0,3.49,9847,28047,WU2_SHGC0.7_InsTh2_InsLa1_CSB34_CSP_R28_CSP_O26_HSB13_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC5_RadCoilLowT23_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT13_Top.png,WU2_SHGC0.7_InsTh2_InsLa1_CSB34_CSP_R28_CSP_O26_HSB13_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC5_RadCoilLowT23_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT13.json
3,0.6,2,1,33,27,27,16,18,21,0,0,5,21,4,3,0,27,17,27621,79.87,0,3.59,7302,26757,WU3_SHGC0.6_InsTh2_InsLa1_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS0_DOASHC5_RadCoilLowT21_dTRad4_RadCtrTh3_RadSurfType0_DOAS_SHT27_DOAS_SLT17_Top.png,WU3_SHGC0.6_InsTh2_InsLa1_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS0_DOASHC5_RadCoilLowT21_dTRad4_RadCtrTh3_RadSurfType0_DOAS_SHT27_DOAS_SLT17.json
1,0.9,5,2,34,28,26,12,19,19,0,4,5,21,6,3,0,28,17,23651,69.07,0,3.61,13634,26926,WU1_SHGC0.9_InsTh5_InsLa2_CSB34_CSP_R28_CSP_O26_HSB12_HSP_R19_HSP_O19_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT17_Top.png,WU1_SHGC0.9_InsTh5_InsLa2_CSB34_CSP_R28_CSP_O26_HSB12_HSP_R19_HSP_O19_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT17.json
2,0.7,2,3,32,28,27,16,18,19,0,4,0,19,6,1,0,27,18,21970,75.13,0,3.58,8706,19584,WU2_SHGC0.7_InsTh2_InsLa3_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC0_RadCoilLowT19_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18_Top.png,WU2_SHGC0.7_InsTh2_InsLa3_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC0_RadCoilLowT19_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18.json
2,0.9,5,2,34,28,26,16,18,19,0,4,5,18,6,1,0,27,18,21410,72.24,0,3.48,13332,18155,WU2_SHGC0.9_InsTh5_InsLa2_CSB34_CSP_R28_CSP_O26_HSB16_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC5_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18_Top.png,WU2_SHGC0.9_InsTh5_InsLa2_CSB34_CSP_R28_CSP_O26_HSB16_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC5_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18.json
1,0.7,2,1,32,28,27,13,18,20,0,2,0,21,6,3,0,28,17,25241,82.88,0,3.6,8670,30676,WU1_SHGC0.7_InsTh2_InsLa1_CSB32_CSP_R28_CSP_O27_HSB13_HSP_R18_HSP_O20_SD0_NOfS2_DOASHC0_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT17_Top.png,WU1_SHGC0.7_InsTh2_InsLa1_CSB32_CSP_R28_CSP_O27_HSB13_HSP_R18_HSP_O20_SD0_NOfS2_DOASHC0_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT17.json
3,0.6,5,3,32,28,27,16,19,21,0,4,4,23,6,1,0,28,13,30307,85.22,0,3.74,7202,27910,WU3_SHGC0.6_InsTh5_InsLa3_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R19_HSP_O21_SD0_NOfS4_DOASHC4_RadCoilLowT23_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT13_Top.png,WU3_SHGC0.6_InsTh5_InsLa3_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R19_HSP_O21_SD0_NOfS4_DOASHC4_RadCoilLowT23_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT13.json
1,0.9,2,1,33,27,27,16,18,20,0,0,5,19,3,1,0,27,18,23142,79.42,0,3.73,13022,22921,WU1_SHGC0.9_InsTh2_InsLa1_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O20_SD0_NOfS0_DOASHC5_RadCoilLowT19_dTRad3_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18_Top.png,WU1_SHGC0.9_InsTh2_InsLa1_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O20_SD0_NOfS0_DOASHC5_RadCoilLowT19_dTRad3_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18.json
3,0.6,5,1,33,27,27,16,18,21,0,0,1,23,6,1,0,27,19,28435,52.18,0,3.75,7176,27475,WU3_SHGC0.6_InsTh5_InsLa1_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS0_DOASHC1_RadCoilLowT23_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT19_Top.png,WU3_SHGC0.6_InsTh5_InsLa1_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS0_DOASHC1_RadCoilLowT23_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT19.json
1,0.9,5,1,32,28,27,16,18,20,0,2,4,18,6,1,0,27,13,19887,69.1,0,3.67,12061,22112,WU1_SHGC0.9_InsTh5_InsLa1_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O20_SD0_NOfS2_DOASHC4_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT13_Top.png,WU1_SHGC0.9_InsTh5_InsLa1_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O20_SD0_NOfS2_DOASHC4_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT13.json
2,0.7,5,1,34,27,26,16,18,21,0,0,5,23,6,3,0,28,17,27883,67.63,0,3.66,9712,26425,WU2_SHGC0.7_InsTh5_InsLa1_CSB34_CSP_R27_CSP_O26_HSB16_HSP_R18_HSP_O21_SD0_NOfS0_DOASHC5_RadCoilLowT23_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT17_Top.png,WU2_SHGC0.7_InsTh5_InsLa1_CSB34_CSP_R27_CSP_O26_HSB16_HSP_R18_HSP_O21_SD0_NOfS0_DOASHC5_RadCoilLowT23_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT17.json
3,0.6,2,1,33,28,27,13,18,19,0,4,5,22,6,1,0,27,14,30055,89.78,0,3.46,7302,28982,WU3_SHGC0.6_InsTh2_InsLa1_CSB33_CSP_R28_CSP_O27_HSB13_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC5_RadCoilLowT22_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT14_Top.png,WU3_SHGC0.6_InsTh2_InsLa1_CSB33_CSP_R28_CSP_O27_HSB13_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC5_RadCoilLowT22_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT14.json
1,0.9,5,1,32,28,27,17,19,19,0,4,5,19,6,1,0,27,18,20630,84.33,0,3.5,12061,15559,WU1_SHGC0.9_InsTh5_InsLa1_CSB32_CSP_R28_CSP_O27_HSB17_HSP_R19_HSP_O19_SD0_NOfS4_DOASHC5_RadCoilLowT19_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18_Top.png,WU1_SHGC0.9_InsTh5_InsLa1_CSB32_CSP_R28_CSP_O27_HSB17_HSP_R19_HSP_O19_SD0_NOfS4_DOASHC5_RadCoilLowT19_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18.json
1,0.9,5,1,32,28,27,16,19,19,0,4,5,19,6,1,0,27,19,20955,85.87,0,3.51,12061,19146,WU1_SHGC0.9_InsTh5_InsLa1_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R19_HSP_O19_SD0_NOfS4_DOASHC5_RadCoilLowT19_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT19_Top.png,WU1_SHGC0.9_InsTh5_InsLa1_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R19_HSP_O19_SD0_NOfS4_DOASHC5_RadCoilLowT19_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT19.json
1,0.9,5,3,32,28,27,16,18,20,0,4,5,19,6,1,0,28,18,21234,85.22,0,3.55,12072,22462,WU1_SHGC0.9_InsTh5_InsLa3_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O20_SD0_NOfS4_DOASHC5_RadCoilLowT19_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT18_Top.png,WU1_SHGC0.9_InsTh5_InsLa3_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O20_SD0_NOfS4_DOASHC5_RadCoilLowT19_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT18.json
1,0.7,5,1,34,28,26,16,18,20,0,2,0,18,6,1,0,27,18,19418,72.63,0,3.65,9851,22112,WU1_SHGC0.7_InsTh5_InsLa1_CSB34_CSP_R28_CSP_O26_HSB16_HSP_R18_HSP_O20_SD0_NOfS2_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18_Top.png,WU1_SHGC0.7_InsTh5_InsLa1_CSB34_CSP_R28_CSP_O26_HSB16_HSP_R18_HSP_O20_SD0_NOfS2_DOASHC0_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18.json
2,0.9,2,1,32,28,27,13,18,19,0,4,5,21,6,3,0,28,17,25388,72.15,0,3.58,11785,28047,WU2_SHGC0.9_InsTh2_InsLa1_CSB32_CSP_R28_CSP_O27_HSB13_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT17_Top.png,WU2_SHGC0.9_InsTh2_InsLa1_CSB32_CSP_R28_CSP_O27_HSB13_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT17.json
1,0.6,5,1,32,28,27,16,18,20,0,2,5,18,6,1,0,27,18,20992,65.42,0,3.43,7741,22112,WU1_SHGC0.6_InsTh5_InsLa1_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O20_SD0_NOfS2_DOASHC5_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18_Top.png,WU1_SHGC0.6_InsTh5_InsLa1_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R18_HSP_O20_SD0_NOfS2_DOASHC5_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18.json
3,0.9,2,1,33,27,27,16,18,21,0,0,0,23,3,1,0,27,13,32897,55.87,0,3.67,12409,26757,WU3_SHGC0.9_InsTh2_InsLa1_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS0_DOASHC0_RadCoilLowT23_dTRad3_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT13_Top.png,WU3_SHGC0.9_InsTh2_InsLa1_CSB33_CSP_R27_CSP_O27_HSB16_HSP_R18_HSP_O21_SD0_NOfS0_DOASHC0_RadCoilLowT23_dTRad3_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT13.json
1,0.9,5,1,32,28,27,16,19,19,0.1,4,5,18,6,1,0,27,18,20397,74.68,0,3.37,10550,19117,WU1_SHGC0.9_InsTh5_InsLa1_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R19_HSP_O19_SD0.1_NOfS4_DOASHC5_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18_Top.png,WU1_SHGC0.9_InsTh5_InsLa1_CSB32_CSP_R28_CSP_O27_HSB16_HSP_R19_HSP_O19_SD0.1_NOfS4_DOASHC5_RadCoilLowT18_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT18.json
2,0.6,2,1,34,28,26,16,18,19,0,4,5,21,6,3,0,28,17,24941,88.91,0,3.49,8608,19016,WU2_SHGC0.6_InsTh2_InsLa1_CSB34_CSP_R28_CSP_O26_HSB16_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT17_Top.png,WU2_SHGC0.6_InsTh2_InsLa1_CSB34_CSP_R28_CSP_O26_HSB16_HSP_R18_HSP_O19_SD0_NOfS4_DOASHC5_RadCoilLowT21_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT28_DOAS_SLT17.json
3,0.7,5,1,33,27,27,13,18,21,0,0,5,23,6,1,0,27,13,31073,85.1,0,3.98,8367,34916,WU3_SHGC0.7_InsTh5_InsLa1_CSB33_CSP_R27_CSP_O27_HSB13_HSP_R18_HSP_O21_SD0_NOfS0_DOASHC5_RadCoilLowT23_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT13_Top.png,WU3_SHGC0.7_InsTh5_InsLa1_CSB33_CSP_R27_CSP_O27_HSB13_HSP_R18_HSP_O21_SD0_NOfS0_DOASHC5_RadCoilLowT23_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT27_DOAS_SLT13.json
1,0.7,2,2,34,28,27,16,19,19,0,2,5,18,6,3,0,27,17,21435,71.51,0,3.6,8701,19305,WU1_SHGC0.7_InsTh2_InsLa2_CSB34_CSP_R28_CSP_O27_HSB16_HSP_R19_HSP_O19_SD0_NOfS2_DOASHC5_RadCoilLowT18_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT27_DOAS_SLT17_Top.png,WU1_SHGC0.7_InsTh2_InsLa2_CSB34_CSP_R28_CSP_O27_HSB16_HSP_R19_HSP_O19_SD0_NOfS2_DOASHC5_RadCoilLowT18_dTRad6_RadCtrTh3_RadSurfType0_DOAS_SHT27_DOAS_SLT17.json
2,0.9,5,1,32,28,26,12,18,20,0,4,0,22,6,1,0,28,18,24295,58.85,0,3.61,13324,26202,WU2_SHGC0.9_InsTh5_InsLa1_CSB32_CSP_R28_CSP_O26_HSB12_HSP_R18_HSP_O20_SD0_NOfS4_DOASHC0_RadCoilLowT22_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT18_Top.png,WU2_SHGC0.9_InsTh5_InsLa1_CSB32_CSP_R28_CSP_O26_HSB12_HSP_R18_HSP_O20_SD0_NOfS4_DOASHC0_RadCoilLowT22_dTRad6_RadCtrTh1_RadSurfType0_DOAS_SHT28_DOAS_SLT18.json
